,country,year,status,life_expectancy,adult_mortality,infant_deaths,percentage_expenditure,measles,bmi,under_five_death,hiv_aids,gdp,population,schooling,current_amount
540,comoros,2003,Developing,59.6,271.0,2,45.09010835,0,18.4,2.0,0.1,544.566526,583211.0,9.0,45748.0
541,comoros,2004,Developing,59.8,269.0,2,7.212110766,0,18.8,2.0,0.1,616.4197236,597228.0,10.0,258511.0
542,comoros,2005,Developing,60.0,266.0,2,69.9675435,912,19.2,2.0,0.1,621.93372,611627.0,10.0,1145424.0
543,comoros,2006,Developing,63.0,262.0,2,77.0283958,85,19.6,2.0,0.1,648.38717,626425.0,10.0,1146020.0
544,comoros,2007,Developing,66.0,259.0,2,9.087638194,0,2.1,2.0,0.1,72.759313,64162.0,10.0,222742.0
545,comoros,2008,Developing,61.0,255.0,2,93.36788979,0,2.6,2.0,0.1,795.97519,657229.0,10.0,895333.0
546,comoros,2009,Developing,61.3,251.0,2,56.98952474,1,21.1,2.0,0.1,778.5454199,673252.0,10.0,813026.0
547,comoros,2010,Developing,61.8,246.0,2,47.30421873,0,21.6,2.0,0.1,769.1742883,689692.0,11.0,760249.0
548,comoros,2011,Developing,62.2,241.0,2,59.659649699999996,3,22.1,2.0,0.2,829.7586885,76569.0,11.0,1514871.0
549,comoros,2012,Developing,62.5,237.0,2,78.39008571,1,22.6,2.0,0.8,788.632653,723868.0,11.0,690954.0
550,comoros,2013,Developing,62.9,233.0,1,61.57443584,0,23.2,2.0,0.8,834.341949,7415.0,11.0,932783.0
551,comoros,2014,Developing,63.2,23.0,1,73.86584922,0,23.7,2.0,0.8,852.9543789999999,759385.0,11.0,1162802.0
552,comoros,2015,Developing,63.5,227.0,1,0.0,0,24.2,2.0,0.8,727.6463868,777424.0,11.0,3339263.0
553,congo,2000,Developing,52.9,416.0,9,0.0,1678,19.3,14.0,7.8,,,10.0,40204879.0
554,congo,2001,Developing,52.7,419.0,9,0.0,2152,19.8,14.0,7.6,,,10.0,148882998.0
555,congo,2002,Developing,52.6,424.0,9,0.0,2788,2.3,14.0,7.2,,,10.0,148043749.0
556,congo,2003,Developing,53.2,417.0,9,0.0,3712,2.7,14.0,6.8,,,9.0,221819637.0
557,congo,2004,Developing,54.1,48.0,9,0.0,3524,21.2,13.0,6.3,,,9.0,231050945.0
558,congo,2005,Developing,55.3,394.0,8,0.0,146,21.7,13.0,5.9,,,9.0,236075392.0
559,congo,2006,Developing,56.9,368.0,8,0.0,126,22.3,12.0,5.5,,,10.0,345611133.0
560,congo,2007,Developing,58.2,354.0,8,0.0,84,22.8,11.0,5.0,,,10.0,312852364.0
561,congo,2008,Developing,59.4,338.0,8,0.0,2,23.3,11.0,4.3,,,10.0,455985723.0
562,congo,2009,Developing,68.0,314.0,7,0.0,1,23.9,11.0,4.0,,,10.0,630307219.0
563,congo,2010,Developing,62.0,298.0,7,0.0,4,24.5,10.0,3.8,,,11.0,672954673.0
564,congo,2011,Developing,62.9,285.0,7,0.0,315,25.0,10.0,3.5,,,11.0,572031697.0
565,congo,2012,Developing,63.7,273.0,7,0.0,260,25.6,10.0,3.3,,,10.0,715694472.0
566,congo,2013,Developing,63.9,274.0,7,0.0,124,26.2,10.0,3.0,,,11.0,709464110.0
567,congo,2014,Developing,64.2,275.0,7,0.0,71,26.8,10.0,3.0,,,11.0,785140560.0
568,congo,2015,Developing,64.7,267.0,7,0.0,1359,27.4,10.0,2.8,,,11.0,828154520.0
569,costarica,2000,Developing,77.6,98.0,1,94.17819458,0,45.4,1.0,0.1,388.363689,3925443.0,12.0,2427400.0
570,costarica,2001,Developing,77.5,1.0,1,868.3713593,0,46.4,1.0,0.1,3981.52847,3996798.0,12.0,7338704.0
571,costarica,2002,Developing,78.3,99.0,1,112.9493745,0,47.3,1.0,0.1,462.14965,46324.0,12.0,6788706.0
572,costarica,2003,Developing,78.0,1.0,1,1070.2689990000001,1,48.3,1.0,0.1,4167.71417,4125971.0,12.0,8197598.0
573,costarica,2004,Developing,77.7,12.0,1,1043.10795,0,49.3,1.0,0.1,4425.57467,418738.0,12.0,8427204.0
574,costarica,2005,Developing,78.6,97.0,1,1002.8332730000001,1,5.3,1.0,0.1,4697.11135,4247841.0,12.0,8585729.0
575,costarica,2006,Developing,78.0,16.0,1,1185.412346,0,51.4,1.0,0.1,5245.187372,438794.0,13.0,8366864.0
576,costarica,2007,Developing,78.9,93.0,1,150.8891479,0,52.4,1.0,0.1,612.623418,4369469.0,13.0,13210594.0
577,costarica,2008,Developing,78.9,99.0,1,1859.0956210000002,0,53.4,1.0,0.1,6911.136136,442958.0,13.0,17279003.0
578,costarica,2009,Developing,79.2,96.0,1,24.88720369,0,54.4,1.0,0.1,689.3962240000001,4488263.0,13.0,17956216.0
579,costarica,2010,Developing,78.1,16.0,1,2377.010299,0,55.5,1.0,0.1,8199.414621,454528.0,13.0,19571881.0
580,costarica,2011,Developing,79.0,98.0,1,2429.854745,0,56.5,1.0,0.1,9186.59639,46474.0,13.0,21766528.0
581,costarica,2012,Developing,79.2,97.0,1,2568.237059,0,57.5,1.0,0.1,9985.36959,4654122.0,14.0,23983803.0
582,costarica,2013,Developing,79.4,96.0,1,386.13791230000004,0,58.5,1.0,0.1,1569.66631,47641.0,14.0,21734109.0
583,costarica,2014,Developing,79.5,96.0,1,384.51291380000004,1,59.5,1.0,0.1,1647.44179,4757575.0,14.0,23771884.0
584,costarica,2015,Developing,79.6,95.0,1,0.0,0,6.5,1.0,0.1,1146.36273,487852.0,14.0,27810806.0
585,croatia,2000,Developed,74.7,127.0,0,649.3909871000001,9,54.7,0.0,0.1,4919.62869,4426.0,12.0,62117252.0
586,croatia,2001,Developed,74.9,126.0,0,650.9567981,8,55.2,0.0,0.1,5245.421418999999,444.0,12.0,109059633.0
587,croatia,2002,Developed,74.8,124.0,0,11.63615139,6,55.8,0.0,0.1,653.71637,444.0,13.0,118698920.0
588,croatia,2003,Developed,74.7,122.0,0,93.67706503,19,56.3,0.0,0.1,785.8814179999999,444.0,13.0,92493106.0
589,croatia,2004,Developed,75.4,114.0,0,1116.396502,54,56.9,0.0,0.1,9365.742468,4439.0,13.0,75575687.0
590,croatia,2005,Developed,75.2,116.0,0,167.2319899,2,57.5,0.0,0.1,1224.2459,4442.0,14.0,58771546.0
591,croatia,2006,Developed,75.9,113.0,0,1555.6519859999999,1,58.1,0.0,0.1,11363.41845,444.0,14.0,43950065.0
592,croatia,2007,Developed,75.8,114.0,0,2019.8127789999999,0,58.7,0.0,0.1,13546.698719999999,4436.0,14.0,43785057.0
593,croatia,2008,Developed,76.0,116.0,0,2425.403891,51,59.4,0.0,0.1,15893.8656,443458.0,14.0,23015319.0
594,croatia,2009,Developed,76.3,19.0,0,2160.3801989999997,2,6.0,0.0,0.1,14157.14416,442978.0,14.0,14021042.0
595,croatia,2010,Developed,76.6,16.0,0,206.8868182,7,6.6,0.0,0.1,1355.74586,4417781.0,14.0,11629715.0
596,croatia,2011,Developed,77.0,14.0,0,1913.3566420000002,12,61.3,0.0,0.1,14539.18421,428622.0,15.0,31727167.0
597,croatia,2012,Developed,77.1,14.0,0,1851.7132620000002,2,61.9,0.0,0.1,13235.977570000001,4267558.0,15.0,24072656.0
598,croatia,2013,Developed,77.7,97.0,0,1899.1073850000002,0,62.5,0.0,0.1,13574.749,4255689.0,15.0,53433307.0
599,croatia,2014,Developed,77.8,97.0,0,1884.0988109999998,0,63.1,0.0,0.1,13467.46827,4238389.0,15.0,14439806.0
600,croatia,2015,Developed,78.0,95.0,0,0.0,206,63.7,0.0,0.1,11579.6674,42364.0,15.0,48842287.0
601,cuba,2000,Developing,76.9,115.0,1,49.34007756,0,49.4,1.0,0.1,2741.11542,,12.0,4339818.0
602,cuba,2001,Developing,76.7,115.0,1,322.5863149,0,5.4,1.0,0.1,2832.188893,,12.0,7358917.0
603,cuba,2002,Developing,77.7,19.0,1,334.76721069999996,0,51.3,1.0,0.1,2994.3399879999997,,13.0,13218056.0
604,cuba,2003,Developing,77.4,18.0,1,60.34145124,0,52.1,1.0,0.1,3192.669378,,13.0,15483204.0
605,cuba,2004,Developing,77.3,17.0,1,4.484254579,0,53.0,1.0,0.1,339.716256,,13.0,17539466.0
606,cuba,2005,Developing,77.2,19.0,1,518.9359221,0,53.8,1.0,0.1,3779.577,,14.0,23814121.0
607,cuba,2006,Developing,78.0,14.0,1,523.4724284,0,54.6,1.0,0.1,4669.6916,,15.0,32526775.0
608,cuba,2007,Developing,78.1,14.0,1,750.7147641,0,55.4,1.0,0.1,5184.494227,,16.0,23632893.0
609,cuba,2008,Developing,77.9,12.0,1,708.6157966,0,56.2,1.0,0.1,5376.447622,,17.0,46436818.0
610,cuba,2009,Developing,78.1,11.0,1,818.8771016,0,56.9,1.0,0.1,5484.7763,,18.0,38885196.0
611,cuba,2010,Developing,78.0,98.0,1,787.2808163,0,57.7,1.0,0.1,5676.14143,,18.0,32670982.0
612,cuba,2011,Developing,78.8,92.0,1,102.06457840000002,0,58.4,1.0,0.1,675.92436,,17.0,27026707.0
613,cuba,2012,Developing,78.7,96.0,1,742.1961992,0,59.2,1.0,0.1,6425.941119,,16.0,25686579.0
614,cuba,2013,Developing,78.7,96.0,1,95.67571176,0,59.9,1.0,0.1,676.15344,,15.0,23711830.0
615,cuba,2014,Developing,79.0,93.0,1,13.6691019,0,6.7,1.0,0.1,75.5199,,14.0,18096501.0
616,cuba,2015,Developing,79.1,92.0,1,0.0,0,61.4,1.0,0.1,762.261218,,14.0,18927601.0
617,cyprus,2000,Developed,78.1,7.0,0,950.8027925000001,0,52.8,0.0,0.1,14672.8826,943286.0,13.0,206000.0
618,cyprus,2001,Developed,78.2,69.0,0,100.8086193,0,53.3,0.0,0.1,1562.92433,96282.0,12.0,29185407.0
619,cyprus,2002,Developed,78.4,68.0,0,1128.050886,0,53.8,0.0,0.1,16372.291519999999,976966.0,13.0,24082627.0
620,cyprus,2003,Developed,78.5,66.0,0,158.70873989999998,0,54.3,0.0,0.1,2293.4789,993563.0,13.0,11146830.0
621,cyprus,2004,Developed,78.6,65.0,0,1586.7241720000002,0,54.8,0.0,0.1,23932.491280000002,1141.0,13.0,18118491.0
622,cyprus,2005,Developed,78.7,65.0,0,1562.520827,1,55.3,0.0,0.1,25324.48666,127658.0,14.0,37779290.0
623,cyprus,2006,Developed,78.8,64.0,0,1700.841534,0,55.8,0.0,0.1,27169.992560000002,14559.0,13.0,17033960.0
624,cyprus,2007,Developed,78.9,63.0,0,1958.525877,0,56.3,0.0,0.1,31386.63265,163712.0,14.0,64688422.0
625,cyprus,2008,Developed,79.1,62.0,0,239.64099380000002,1,56.8,0.0,0.1,3539.7488,181563.0,14.0,37141830.0
626,cyprus,2009,Developed,79.3,6.0,0,230.25241839999998,0,57.3,0.0,0.1,3215.8159,19876.0,14.0,28220320.0
627,cyprus,2010,Developed,79.5,59.0,0,283.3300258,18,57.8,0.0,0.1,3818.46396,111267.0,15.0,25613038.0
628,cyprus,2011,Developed,79.7,57.0,0,2443.325028,0,58.3,0.0,0.1,32233.83942,1124835.0,14.0,21916086.0
629,cyprus,2012,Developed,80.0,56.0,0,2159.756205,1,58.7,0.0,0.1,28951.155560000003,113562.0,14.0,10512044.0
630,cyprus,2013,Developed,81.0,54.0,0,212.0859259,0,59.2,0.0,0.1,2797.96736,1143896.0,14.0,10401592.0
631,cyprus,2014,Developed,83.0,53.0,0,207.3041936,10,59.8,0.0,0.1,2734.88382,115239.0,14.0,6480058.0
632,cyprus,2015,Developed,85.0,52.0,0,0.0,0,6.3,0.0,0.1,2375.1127,116985.0,14.0,2356692.0
633,czechia,2000,Developed,74.7,126.0,0,0.0,9,59.0,0.0,0.1,,,,8947753.0
634,czechia,2001,Developed,75.1,123.0,0,0.0,6,59.4,0.0,0.1,,,,21048879.0
635,czechia,2002,Developed,75.3,12.0,0,0.0,4,59.9,0.0,0.1,,,,28206848.0
636,czechia,2003,Developed,75.2,122.0,0,0.0,30,6.4,0.0,0.1,,,,57599359.0
637,czechia,2004,Developed,75.8,116.0,0,0.0,17,6.8,0.0,0.1,,,,24714752.0
638,czechia,2005,Developed,75.9,114.0,0,0.0,0,61.3,0.0,0.1,,,,19875351.0
639,czechia,2006,Developed,76.5,19.0,0,0.0,7,61.8,0.0,0.1,,,,28956430.0
640,czechia,2007,Developed,76.8,17.0,0,0.0,2,62.2,0.0,0.1,,,,45933812.0
641,czechia,2008,Developed,77.0,16.0,0,0.0,2,62.6,0.0,0.1,,,,43779464.0
642,czechia,2009,Developed,77.1,12.0,0,0.0,5,63.1,0.0,0.1,,,,19708710.0
643,czechia,2010,Developed,77.5,99.0,0,0.0,0,63.6,0.0,0.1,,,,37457569.0
644,czechia,2011,Developed,77.8,97.0,0,0.0,17,64.0,0.0,0.1,,,,57030818.0
645,czechia,2012,Developed,78.0,93.0,0,0.0,22,64.5,0.0,0.1,,,,30526699.0
646,czechia,2013,Developed,78.2,9.0,0,0.0,15,65.1,0.0,0.1,,,,65034405.0
647,czechia,2014,Developed,78.6,88.0,0,0.0,222,65.6,0.0,0.1,,,,12429521.0
648,czechia,2015,Developed,78.8,86.0,0,0.0,9,66.1,0.0,0.1,,,,7891327.0
649,denmark,2009,Developed,78.9,86.0,0,9765.616994,6,56.6,0.0,0.1,58163.29359,552395.0,17.0,120780.0
650,denmark,2010,Developed,79.2,84.0,0,954.4865933,5,57.0,0.0,0.1,5841.41122,5547683.0,17.0,252077.0
651,denmark,2012,Developed,80.0,76.0,0,928.4170785,2,57.7,0.0,0.1,5857.521,5591572.0,18.0,80536.0
652,denmark,2013,Developed,81.0,75.0,0,10261.763,17,58.1,0.0,0.1,61191.19263,5614932.0,19.0,11192.0
653,djibouti,2000,Developing,57.4,325.0,2,91.95075901,183,28.2,2.0,4.1,768.176767,717584.0,3.0,4170153.0
654,djibouti,2001,Developing,57.7,323.0,2,92.4978948,79,28.6,2.0,4.3,781.2322196,732711.0,3.0,4432423.0
655,djibouti,2002,Developing,57.9,322.0,2,13.46662004,50,29.0,2.0,4.3,792.15412,746221.0,3.0,6899928.0
656,djibouti,2003,Developing,58.0,325.0,2,94.13302875,37,29.4,2.0,4.2,819.974118,758615.0,4.0,38946838.0
657,djibouti,2004,Developing,58.1,326.0,2,106.0354659,71,29.8,2.0,4.0,864.184726,77752.0,4.0,40480705.0
658,djibouti,2005,Developing,58.6,318.0,2,12.70325933,298,3.2,2.0,3.9,94.7297489,783254.0,4.0,22071646.0
659,djibouti,2006,Developing,59.1,39.0,2,121.4812077,49,3.6,2.0,3.7,965.6693779,79628.0,4.0,24991425.0
660,djibouti,2007,Developing,59.8,296.0,1,20.86878709,24,3.9,2.0,3.5,147.586896,8942.0,5.0,25470443.0
661,djibouti,2008,Developing,62.0,289.0,1,171.7686449,143,31.3,2.0,3.3,1214.7711800000002,822934.0,5.0,21135652.0
662,djibouti,2009,Developing,69.0,279.0,1,177.26716069999998,48,31.7,2.0,3.2,1253.657431,83684.0,5.0,21533364.0
663,djibouti,2010,Developing,61.3,273.0,1,187.49600969999997,7,32.2,2.0,3.1,1325.9972400000001,851146.0,6.0,32983973.0
664,djibouti,2011,Developing,61.8,268.0,1,20.35974738,49,32.7,2.0,2.7,143.986898,865937.0,6.0,59223567.0
665,djibouti,2012,Developing,62.2,263.0,1,217.21257859999997,709,33.2,2.0,1.9,1536.15685,881185.0,6.0,28163455.0
666,djibouti,2013,Developing,62.7,256.0,1,229.4410095,28,33.8,2.0,2.1,1622.637974,896688.0,6.0,25594619.0
667,djibouti,2014,Developing,63.0,252.0,1,24.73299655,0,34.4,1.0,2.1,174.91511,912164.0,6.0,43437627.0
668,djibouti,2015,Developing,63.5,241.0,1,0.0,47,35.0,1.0,2.1,1862.167274,927414.0,6.0,43216720.0
669,dominica,2013,Developing,,,0,11.41955507,0,58.4,0.0,0.1,722.75665,,13.0,953400.0
670,dominicanrepublic,2000,Developing,72.0,176.0,7,44.79247812,253,43.1,9.0,2.5,282.4242,8562622.0,12.0,24065684.0
671,dominicanrepublic,2001,Developing,71.2,188.0,7,340.02399449999996,113,44.1,9.0,2.5,2862.154836,8697126.0,12.0,72351713.0
672,dominicanrepublic,2002,Developing,71.4,189.0,7,4.67359227,0,45.1,8.0,2.4,38.46578,8832285.0,12.0,74614174.0
673,dominicanrepublic,2003,Developing,73.0,22.0,7,293.0196601,0,46.1,8.0,2.3,2372.628827,896776.0,12.0,68408272.0
674,dominicanrepublic,2004,Developing,69.3,214.0,7,182.61625149999998,0,47.2,8.0,2.1,2421.9662,912998.0,13.0,74761911.0
675,dominicanrepublic,2005,Developing,69.7,28.0,7,289.7418649,0,48.2,8.0,2.0,3681.5993,9237566.0,13.0,66521027.0
676,dominicanrepublic,2006,Developing,72.3,178.0,7,352.9551269,0,49.3,8.0,1.8,3836.4687710000003,9371338.0,13.0,90274886.0
677,dominicanrepublic,2007,Developing,72.9,164.0,6,74.8217488,0,5.4,8.0,1.6,4647.31359,954353.0,13.0,80264629.0
678,dominicanrepublic,2008,Developing,73.3,161.0,6,49.09241952,0,51.5,8.0,1.4,511.37937,963652.0,13.0,86609143.0
679,dominicanrepublic,2009,Developing,73.6,157.0,6,587.8828227999999,0,52.6,8.0,1.2,4952.67753,9767758.0,13.0,112391536.0
680,dominicanrepublic,2010,Developing,72.7,166.0,6,664.5585242000001,0,53.6,8.0,0.9,5451.6696,9897985.0,13.0,153138357.0
681,dominicanrepublic,2011,Developing,73.1,16.0,6,843.7876994999999,2,54.7,7.0,0.7,5759.643,12795.0,13.0,141859950.0
682,dominicanrepublic,2012,Developing,72.1,174.0,6,857.1307037,0,55.8,7.0,0.4,5968.876767,115495.0,13.0,170155198.0
683,dominicanrepublic,2013,Developing,73.4,157.0,6,97.52211538,0,56.8,7.0,0.3,627.5554400000001,1281296.0,13.0,125510264.0
684,dominicanrepublic,2014,Developing,73.6,154.0,6,1088.244952,0,57.9,7.0,0.3,6268.6921219999995,145844.0,13.0,105210245.0
685,dominicanrepublic,2015,Developing,73.9,152.0,6,0.0,0,58.9,7.0,0.3,6468.471648,1528394.0,13.0,154862429.0
686,ecuador,2000,Developing,72.8,163.0,9,84.17527008,0,43.6,11.0,0.3,1451.29776,12628596.0,12.0,77362072.0
687,ecuador,2001,Developing,73.4,158.0,9,14.588740300000001,2,44.3,10.0,0.3,193.741571,12852755.0,12.0,103210138.0
688,ecuador,2002,Developing,73.6,157.0,8,187.3843511,0,45.1,10.0,0.3,2183.966796,13726.0,13.0,187498610.0
689,ecuador,2003,Developing,74.4,151.0,8,18.26183281,0,45.8,10.0,0.3,244.46898,1328961.0,13.0,168671825.0
690,ecuador,2004,Developing,74.4,148.0,8,16.37920405,0,46.5,9.0,0.3,278.557892,1359647.0,13.0,170505628.0
691,ecuador,2005,Developing,74.2,151.0,8,18.09317114,0,47.2,9.0,0.3,321.94254700000005,13735233.0,13.0,161606860.0
692,ecuador,2006,Developing,74.4,144.0,8,19.13983284,0,47.9,9.0,0.3,335.786541,1396748.0,13.0,135251338.0
693,ecuador,2007,Developing,74.7,14.0,7,19.60467787,0,48.6,9.0,0.2,359.71886,1425453.0,13.0,92136333.0
694,ecuador,2008,Developing,74.6,139.0,7,197.9303077,1,49.3,9.0,0.1,4274.95265,14447562.0,13.0,107317466.0
695,ecuador,2009,Developing,75.1,137.0,7,282.1440066,0,5.0,8.0,0.1,4255.56571,14691275.0,13.0,119656369.0
696,ecuador,2010,Developing,75.0,134.0,7,367.9285652,0,5.7,8.0,0.1,4657.32361,1493469.0,13.0,111535843.0
697,ecuador,2011,Developing,75.3,131.0,7,344.7412164,257,51.4,8.0,0.1,5223.351763000001,15177355.0,13.0,115663927.0
698,ecuador,2012,Developing,75.5,127.0,7,41.88087712,72,52.1,8.0,0.1,572.1431299999999,15419666.0,13.0,80539122.0
699,ecuador,2013,Developing,76.0,121.0,6,59.12850204,0,52.8,8.0,0.1,674.9829,15661547.0,13.0,88033946.0
700,ecuador,2014,Developing,76.0,121.0,6,79.11626341,0,53.5,7.0,0.1,6432.216536999999,1593112.0,14.0,61988433.0
701,ecuador,2015,Developing,76.2,118.0,6,0.0,0,54.2,7.0,0.1,625.62224,16144368.0,14.0,68479451.0
702,egypt,2000,Developing,68.8,171.0,65,0.0,2633,5.7,82.0,0.1,,,11.0,2076144544.0
703,egypt,2001,Developing,68.6,177.0,63,0.0,2150,51.2,78.0,0.1,,,11.0,3821695549.0
704,egypt,2002,Developing,68.7,177.0,61,0.0,653,51.8,75.0,0.1,,,11.0,4681622683.0
705,egypt,2003,Developing,68.6,178.0,59,0.0,164,52.3,72.0,0.1,,,11.0,3917302305.0
706,egypt,2004,Developing,69.0,176.0,57,0.0,80,52.9,70.0,0.1,,,11.0,4170642232.0
707,egypt,2005,Developing,69.4,174.0,56,0.0,77,53.5,68.0,0.1,,,11.0,3696175474.0
708,egypt,2006,Developing,69.5,175.0,55,0.0,953,54.2,66.0,0.1,,,12.0,3335356026.0
709,egypt,2007,Developing,69.7,171.0,55,0.0,1684,54.8,65.0,0.1,,,12.0,4034836036.0
710,egypt,2008,Developing,69.8,172.0,54,0.0,668,55.5,65.0,0.1,,,12.0,3354991691.0
711,egypt,2009,Developing,69.9,174.0,54,0.0,608,56.2,64.0,0.1,,,12.0,3997702811.0
712,egypt,2010,Developing,70.0,173.0,54,0.0,16,57.0,64.0,0.1,,,12.0,3195370093.0
713,egypt,2011,Developing,74.0,168.0,55,0.0,26,57.8,64.0,0.1,,,12.0,2992060509.0
714,egypt,2012,Developing,72.0,165.0,54,0.0,245,58.6,64.0,0.1,,,12.0,2877003196.0
715,egypt,2013,Developing,79.0,159.0,54,0.0,405,59.4,63.0,0.1,,,13.0,3146569096.0
716,egypt,2014,Developing,78.0,161.0,53,0.0,1314,6.2,62.0,0.1,,,13.0,285943820.0
717,egypt,2015,Developing,79.0,159.0,51,0.0,5432,61.1,60.0,0.1,,,13.0,3014587218.0
718,elsalvador,2000,Developing,69.0,218.0,4,353.6690328,0,45.3,5.0,0.4,2238.4116,5867626.0,11.0,34945469.0
719,elsalvador,2001,Developing,68.9,219.0,4,332.1056586,2,46.2,4.0,0.4,2338.7722440000002,595962.0,12.0,200319164.0
720,elsalvador,2002,Developing,73.0,24.0,3,29.68529375,0,47.0,4.0,0.4,248.4125,59433.0,12.0,203104901.0
721,elsalvador,2003,Developing,69.9,29.0,3,400.1342971,0,47.8,4.0,0.3,2519.737387,5971535.0,12.0,183550759.0
722,elsalvador,2004,Developing,70.0,215.0,3,398.60583219999995,0,48.6,3.0,0.3,2632.79942,6775.0,12.0,211104298.0
723,elsalvador,2005,Developing,71.0,213.0,3,440.60270419999995,0,49.4,3.0,0.2,2835.281237,628961.0,13.0,121842084.0
724,elsalvador,2006,Developing,75.0,211.0,3,57.74562629,0,5.1,3.0,0.2,362.951768,656478.0,13.0,113936668.0
725,elsalvador,2007,Developing,71.2,23.0,2,52.30172215,0,5.8,3.0,0.3,334.83817,683475.0,13.0,573231898.0
726,elsalvador,2008,Developing,71.7,194.0,2,53.95949877,0,51.4,3.0,0.3,357.34767400000004,61131.0,13.0,143940936.0
727,elsalvador,2009,Developing,71.4,23.0,2,416.43383989999995,0,52.1,2.0,0.3,3366.482133,6137276.0,13.0,149493003.0
728,elsalvador,2010,Developing,72.0,191.0,2,469.3904193,0,52.8,2.0,0.3,3474.3924450000004,6164626.0,13.0,233218590.0
729,elsalvador,2011,Developing,72.0,197.0,2,549.2783081,0,53.4,2.0,0.3,3736.58713,619256.0,13.0,274538451.0
730,elsalvador,2012,Developing,73.0,181.0,2,591.7757569,0,54.1,2.0,0.3,3827.786267,6221246.0,13.0,274381126.0
731,elsalvador,2013,Developing,73.0,184.0,2,653.6925016,0,54.7,2.0,0.2,3895.6644909999995,625777.0,13.0,158316347.0
732,elsalvador,2014,Developing,73.3,181.0,2,665.7260253,0,55.4,2.0,0.2,3988.771871,6281189.0,13.0,151475052.0
733,elsalvador,2015,Developing,73.5,178.0,2,0.0,0,56.1,2.0,0.2,4127.11775,6312478.0,13.0,407356026.0
734,equatorialguinea,2001,Developing,53.1,334.0,3,197.78395519999998,1339,18.7,4.0,2.3,2283.87939,639762.0,8.0,616913.0
735,equatorialguinea,2002,Developing,53.5,334.0,3,234.78742069999998,24,19.1,4.0,2.9,2711.17114,66647.0,8.0,120002.0
736,equatorialguinea,2003,Developing,53.8,334.0,3,309.7834587,18,19.5,4.0,3.6,3577.176197,694611.0,8.0,450000.0
737,equatorialguinea,2004,Developing,54.1,336.0,3,44.54768305,38,19.8,4.0,4.4,685.34897,724817.0,9.0,257653.0
738,equatorialguinea,2005,Developing,54.4,337.0,3,12.0661671,0,2.2,4.0,4.9,185.63334,757317.0,9.0,391000.0
739,equatorialguinea,2006,Developing,54.8,337.0,3,827.5979335,0,2.5,4.0,5.3,12732.2759,792217.0,9.0,125000.0
740,equatorialguinea,2007,Developing,55.0,339.0,3,1024.5195429999999,5,2.9,4.0,5.9,15761.83913,829327.0,9.0,50000.0
741,equatorialguinea,2008,Developing,55.4,338.0,3,1705.678619,436,21.3,4.0,6.3,22742.38159,868418.0,9.0,27280.0
742,equatorialguinea,2009,Developing,55.7,34.0,3,115.0692415,78,21.7,4.0,7.3,1653.2937,99111.0,9.0,331190.0
743,equatorialguinea,2010,Developing,56.1,339.0,3,1192.696619,0,22.1,4.0,7.2,17136.44568,95114.0,9.0,250284.0
744,equatorialguinea,2011,Developing,56.2,344.0,3,1493.051277,0,22.6,4.0,7.7,21451.886169999998,99429.0,9.0,172428.0
745,equatorialguinea,2012,Developing,56.7,337.0,3,1500.412635,1190,23.0,4.0,8.2,21557.6528,138593.0,9.0,654707.0
746,equatorialguinea,2013,Developing,57.4,327.0,3,156.3907685,321,23.5,4.0,5.7,2246.9938,183746.0,9.0,411428.0
747,equatorialguinea,2014,Developing,57.9,32.0,3,13.40477417,13,24.0,4.0,4.4,192.59733,1129424.0,9.0,335973.0
748,equatorialguinea,2015,Developing,58.2,32.0,3,0.0,1250,24.5,4.0,4.2,1347.3125699999998,1175389.0,9.0,4624041.0
749,eritrea,2000,Developing,45.3,593.0,7,0.7359403609999999,789,12.6,10.0,1.9,28.196948699999997,339281.0,4.0,39250770.0
750,eritrea,2001,Developing,58.1,345.0,7,5.593619538,204,12.8,10.0,2.0,215.13921299999998,3497124.0,4.0,110836287.0
751,eritrea,2002,Developing,58.5,343.0,7,0.703132179,460,13.1,10.0,1.9,21.7687981,3614639.0,4.0,72071944.0
752,eritrea,2003,Developing,58.8,343.0,7,6.913998013,376,13.3,10.0,1.9,232.79454590000003,3738265.0,5.0,175790287.0
753,eritrea,2004,Developing,59.1,342.0,7,10.26097341,24,13.6,10.0,1.8,287.42222430000004,3858623.0,5.0,169558846.0
754,eritrea,2005,Developing,59.4,34.0,7,5.0646889680000005,19,13.9,9.0,1.6,276.75896,39697.0,5.0,186327077.0
755,eritrea,2006,Developing,59.7,336.0,7,10.60269773,128,14.3,9.0,1.4,297.82858799999997,466648.0,5.0,18822815.0
756,eritrea,2007,Developing,62.0,329.0,6,11.42385961,55,14.7,9.0,1.3,317.3294336,4153332.0,5.0,4624536.0
757,eritrea,2008,Developing,67.0,322.0,6,11.76572311,0,15.1,9.0,1.1,326.825642,4232636.0,5.0,3275826.0
758,eritrea,2009,Developing,61.4,311.0,6,1.575160196,82,15.5,9.0,1.0,43.754449900000004,431334.0,5.0,3579681.0
759,eritrea,2010,Developing,62.1,298.0,6,17.35739784,51,16.0,9.0,0.9,482.14994,43984.0,5.0,-1775807.0
760,eritrea,2011,Developing,62.9,286.0,6,20.97991915,48,16.5,8.0,0.7,582.775532,447469.0,5.0,-654688.0
761,eritrea,2012,Developing,63.6,274.0,6,0.0,194,17.0,8.0,0.6,,,5.0,-340164.0
